期权代码,交易日期,期权收盘价,期权交易量,期权交易额,期权名称,看涨看跌类型,执行价格,到期日,上市日期,退市日期,上证50ETF价格,上证50ETF日度收益率,无风险收益率（shibor),剩余到期时间（年）
10007220.SH,20241025,0.0012,705.0,0.5698,易方达上证科创板50ETF期权2412认沽0.55,P,0.55,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007219.SH,20241025,0.1114,1294.0,152.134,易方达上证科创板50ETF期权2412认购0.95,C,0.95,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007218.SH,20241025,0.1408,632.0,91.5572,易方达上证科创板50ETF期权2412认购0.90,C,0.9,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007217.SH,20241025,0.1755,528.0,88.6064,易方达上证科创板50ETF期权2412认购0.85,C,0.85,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007216.SH,20241025,0.215,157.0,34.2486,易方达上证科创板50ETF期权2412认购0.80,C,0.8,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007215.SH,20241025,0.2637,485.0,124.6994,易方达上证科创板50ETF期权2412认购0.75,C,0.75,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007214.SH,20241025,0.3133,419.0,129.1806,易方达上证科创板50ETF期权2412认购0.70,C,0.7,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007213.SH,20241025,0.358,121.0,43.5771,易方达上证科创板50ETF期权2412认购0.65,C,0.65,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007212.SH,20241025,0.4089,290.0,117.6096,易方达上证科创板50ETF期权2412认购0.60,C,0.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007211.SH,20241025,0.4644,10.0,4.6632,易方达上证科创板50ETF期权2412认购0.55,C,0.55,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007210.SH,20241025,0.0423,6241.0,274.0845,华夏上证科创板50ETF期权2412认沽0.95,P,0.95,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007209.SH,20241025,0.0243,6671.0,166.8004,华夏上证科创板50ETF期权2412认沽0.90,P,0.9,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007208.SH,20241025,0.0141,3264.0,46.2218,华夏上证科创板50ETF期权2412认沽0.85,P,0.85,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007207.SH,20241025,0.0079,3585.0,29.9159,华夏上证科创板50ETF期权2412认沽0.80,P,0.8,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007206.SH,20241025,0.0039,2544.0,10.994,华夏上证科创板50ETF期权2412认沽0.75,P,0.75,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007205.SH,20241025,0.0023,2897.0,6.0816,华夏上证科创板50ETF期权2412认沽0.70,P,0.7,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007204.SH,20241025,0.0013,1870.0,2.0436,华夏上证科创板50ETF期权2412认沽0.65,P,0.65,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007203.SH,20241025,0.0012,850.0,0.9229,华夏上证科创板50ETF期权2412认沽0.60,P,0.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007202.SH,20241025,0.0011,905.0,0.9153,华夏上证科创板50ETF期权2412认沽0.55,P,0.55,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007201.SH,20241025,0.13,3075.0,403.1965,华夏上证科创板50ETF期权2412认购0.95,C,0.95,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007200.SH,20241025,0.1627,1540.0,254.7071,华夏上证科创板50ETF期权2412认购0.90,C,0.9,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007199.SH,20241025,0.2029,790.0,159.5977,华夏上证科创板50ETF期权2412认购0.85,C,0.85,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007198.SH,20241025,0.2487,930.0,227.6857,华夏上证科创板50ETF期权2412认购0.80,C,0.8,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007197.SH,20241025,0.2904,316.0,92.1958,华夏上证科创板50ETF期权2412认购0.75,C,0.75,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007196.SH,20241025,0.3405,704.0,240.5547,华夏上证科创板50ETF期权2412认购0.70,C,0.7,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007195.SH,20241025,0.3896,120.0,47.0582,华夏上证科创板50ETF期权2412认购0.65,C,0.65,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007194.SH,20241025,0.4382,75.0,33.1837,华夏上证科创板50ETF期权2412认购0.60,C,0.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007193.SH,20241025,0.5061,31.0,14.7841,华夏上证科创板50ETF期权2412认购0.55,C,0.55,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007192.SH,20241025,0.4483,272.0,127.591007,南方中证500ETF期权2412认沽6.152,P,6.152,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007191.SH,20241025,0.2858,716.0,215.420651,南方中证500ETF期权2412认沽5.906,P,5.906,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007190.SH,20241025,0.1626,715.0,127.230022,南方中证500ETF期权2412认沽5.659,P,5.659,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007189.SH,20241025,0.0832,1296.0,118.532859,南方中证500ETF期权2412认沽5.413,P,5.413,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007188.SH,20241025,0.0371,863.0,36.151109,南方中证500ETF期权2412认沽5.167,P,5.167,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007187.SH,20241025,0.0166,2067.0,41.038882,南方中证500ETF期权2412认沽4.921,P,4.921,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007186.SH,20241025,0.0123,1151.0,16.763492,南方中证500ETF期权2412认沽4.823,P,4.823,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007185.SH,20241025,0.0087,970.0,10.66739,南方中证500ETF期权2412认沽4.724,P,4.724,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007184.SH,20241025,0.0064,1631.0,13.759282,南方中证500ETF期权2412认沽4.626,P,4.626,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007183.SH,20241025,0.1823,874.0,164.704776,南方中证500ETF期权2412认购6.152,C,6.152,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007182.SH,20241025,0.2666,2465.0,662.872436,南方中证500ETF期权2412认购5.906,C,5.906,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007181.SH,20241025,0.3834,381.0,147.536205,南方中证500ETF期权2412认购5.659,C,5.659,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007180.SH,20241025,0.5519,302.0,164.08969,南方中证500ETF期权2412认购5.413,C,5.413,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007179.SH,20241025,0.7777,21.0,16.135299,南方中证500ETF期权2412认购5.167,C,5.167,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007178.SH,20241025,0.9913,158.0,156.290975,南方中证500ETF期权2412认购4.921,C,4.921,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007177.SH,20241025,1.0839,75.0,81.757012,南方中证500ETF期权2412认购4.823,C,4.823,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007176.SH,20241025,1.1489,2.0,2.334565,南方中证500ETF期权2412认购4.724,C,4.724,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007175.SH,20241025,1.2886,21.0,27.180235,南方中证500ETF期权2412认购4.626,C,4.626,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007174.SH,20241025,0.0929,5699.0,533.0849,华泰柏瑞沪深300ETF期权2412认沽3.90,P,3.9,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007173.SH,20241025,0.057,10357.0,615.3293,华泰柏瑞沪深300ETF期权2412认沽3.80,P,3.8,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007172.SH,20241025,0.0321,7145.0,248.4457,华泰柏瑞沪深300ETF期权2412认沽3.70,P,3.7,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007171.SH,20241025,0.0181,6307.0,122.7587,华泰柏瑞沪深300ETF期权2412认沽3.60,P,3.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007170.SH,20241025,0.0095,3622.0,40.2664,华泰柏瑞沪深300ETF期权2412认沽3.50,P,3.5,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007169.SH,20241025,0.0051,5861.0,37.8743,华泰柏瑞沪深300ETF期权2412认沽3.40,P,3.4,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007168.SH,20241025,0.0031,3818.0,16.1172,华泰柏瑞沪深300ETF期权2412认沽3.30,P,3.3,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007167.SH,20241025,0.0025,4464.0,13.8669,华泰柏瑞沪深300ETF期权2412认沽3.20,P,3.2,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007166.SH,20241025,0.0015,2761.0,5.5955,华泰柏瑞沪深300ETF期权2412认沽3.10,P,3.1,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007165.SH,20241025,0.2488,2345.0,579.1927,华泰柏瑞沪深300ETF期权2412认购3.90,C,3.9,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007164.SH,20241025,0.3071,702.0,215.9455,华泰柏瑞沪深300ETF期权2412认购3.80,C,3.8,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007163.SH,20241025,0.3886,183.0,71.1314,华泰柏瑞沪深300ETF期权2412认购3.70,C,3.7,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007162.SH,20241025,0.472,818.0,388.9937,华泰柏瑞沪深300ETF期权2412认购3.60,C,3.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007161.SH,20241025,0.5642,588.0,334.4577,华泰柏瑞沪深300ETF期权2412认购3.50,C,3.5,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007160.SH,20241025,0.655,120.0,78.3952,华泰柏瑞沪深300ETF期权2412认购3.40,C,3.4,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007159.SH,20241025,0.7582,446.0,339.4036,华泰柏瑞沪深300ETF期权2412认购3.30,C,3.3,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007158.SH,20241025,0.8544,97.0,82.9733,华泰柏瑞沪深300ETF期权2412认购3.20,C,3.2,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007157.SH,20241025,0.954,55.0,52.1416,华泰柏瑞沪深300ETF期权2412认购3.10,C,3.1,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007156.SH,20241025,0.0386,4390.0,177.4476,华夏上证50ETF期权2412认沽2.65,P,2.65,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007155.SH,20241025,0.027,4314.0,122.3114,华夏上证50ETF期权2412认沽2.60,P,2.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007154.SH,20241025,0.018,5345.0,100.2862,华夏上证50ETF期权2412认沽2.55,P,2.55,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007153.SH,20241025,0.0122,2858.0,39.2623,华夏上证50ETF期权2412认沽2.50,P,2.5,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007152.SH,20241025,0.0085,2506.0,24.155,华夏上证50ETF期权2412认沽2.45,P,2.45,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007151.SH,20241025,0.0061,1395.0,9.8344,华夏上证50ETF期权2412认沽2.40,P,2.4,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007150.SH,20241025,0.0046,1118.0,5.8047,华夏上证50ETF期权2412认沽2.35,P,2.35,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007149.SH,20241025,0.0033,2419.0,10.4128,华夏上证50ETF期权2412认沽2.30,P,2.3,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007148.SH,20241025,0.0028,875.0,2.9942,华夏上证50ETF期权2412认沽2.25,P,2.25,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007147.SH,20241025,0.1955,1452.0,286.8643,华夏上证50ETF期权2412认购2.65,C,2.65,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007146.SH,20241025,0.2332,519.0,122.7452,华夏上证50ETF期权2412认购2.60,C,2.6,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007145.SH,20241025,0.2725,668.0,186.0258,华夏上证50ETF期权2412认购2.55,C,2.55,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007144.SH,20241025,0.319,327.0,105.9691,华夏上证50ETF期权2412认购2.50,C,2.5,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007143.SH,20241025,0.362,259.0,94.9027,华夏上证50ETF期权2412认购2.45,C,2.45,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007142.SH,20241025,0.4087,184.0,76.0992,华夏上证50ETF期权2412认购2.40,C,2.4,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007141.SH,20241025,0.4574,231.0,107.3142,华夏上证50ETF期权2412认购2.35,C,2.35,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007140.SH,20241025,0.5058,86.0,43.7267,华夏上证50ETF期权2412认购2.30,C,2.3,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10007139.SH,20241025,0.5504,20.0,11.25,华夏上证50ETF期权2412认购2.25,C,2.25,2024-12-25,20240425,20241225,2.793,0.1434,1.947,0.16712328767123288
10008350.SH,20241024,0.2835,31.0,9.1255,易方达上证科创板50ETF期权2506认沽1.20,P,1.2,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008349.SH,20241024,0.2453,31.0,7.9063,易方达上证科创板50ETF期权2506认沽1.15,P,1.15,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008348.SH,20241024,0.209,91.0,19.634,易方达上证科创板50ETF期权2506认沽1.10,P,1.1,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008347.SH,20241024,0.1716,97.0,17.4482,易方达上证科创板50ETF期权2506认沽1.05,P,1.05,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008346.SH,20241024,0.1407,228.0,33.1863,易方达上证科创板50ETF期权2506认沽1.00,P,1.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008345.SH,20241024,0.1157,155.0,17.5314,易方达上证科创板50ETF期权2506认沽0.95,P,0.95,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008344.SH,20241024,0.0879,186.0,16.731,易方达上证科创板50ETF期权2506认沽0.90,P,0.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008343.SH,20241024,0.0655,201.0,13.3174,易方达上证科创板50ETF期权2506认沽0.85,P,0.85,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008342.SH,20241024,0.047,463.0,22.0238,易方达上证科创板50ETF期权2506认沽0.80,P,0.8,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008341.SH,20241024,0.0829,1095.0,97.6244,易方达上证科创板50ETF期权2506认购1.20,C,1.2,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008340.SH,20241024,0.0957,113.0,11.0294,易方达上证科创板50ETF期权2506认购1.15,C,1.15,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008339.SH,20241024,0.1082,164.0,17.6259,易方达上证科创板50ETF期权2506认购1.10,C,1.1,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008338.SH,20241024,0.1244,388.0,50.2482,易方达上证科创板50ETF期权2506认购1.05,C,1.05,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008337.SH,20241024,0.1388,529.0,74.1937,易方达上证科创板50ETF期权2506认购1.00,C,1.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008336.SH,20241024,0.1601,90.0,14.262,易方达上证科创板50ETF期权2506认购0.95,C,0.95,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008335.SH,20241024,0.1821,242.0,43.709,易方达上证科创板50ETF期权2506认购0.90,C,0.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008334.SH,20241024,0.2091,71.0,14.2231,易方达上证科创板50ETF期权2506认购0.85,C,0.85,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008333.SH,20241024,0.2399,35.0,8.2909,易方达上证科创板50ETF期权2506认购0.80,C,0.8,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008332.SH,20241024,0.3145,1.0,0.3145,华夏上证科创板50ETF期权2506认沽1.25,P,1.25,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008331.SH,20241024,0.2708,14.0,3.8154,华夏上证科创板50ETF期权2506认沽1.20,P,1.2,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008330.SH,20241024,0.2309,41.0,9.5001,华夏上证科创板50ETF期权2506认沽1.15,P,1.15,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008329.SH,20241024,0.1962,41.0,8.0874,华夏上证科创板50ETF期权2506认沽1.10,P,1.1,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008328.SH,20241024,0.1639,45.0,7.3962,华夏上证科创板50ETF期权2506认沽1.05,P,1.05,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008327.SH,20241024,0.1275,1112.0,144.5978,华夏上证科创板50ETF期权2506认沽1.00,P,1.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008326.SH,20241024,0.1009,226.0,23.1764,华夏上证科创板50ETF期权2506认沽0.95,P,0.95,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008325.SH,20241024,0.0761,145.0,10.864,华夏上证科创板50ETF期权2506认沽0.90,P,0.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008324.SH,20241024,0.0513,787.0,41.9175,华夏上证科创板50ETF期权2506认沽0.85,P,0.85,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008323.SH,20241024,0.0897,2102.0,183.673,华夏上证科创板50ETF期权2506认购1.25,C,1.25,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008322.SH,20241024,0.0997,414.0,40.6551,华夏上证科创板50ETF期权2506认购1.20,C,1.2,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008321.SH,20241024,0.1084,240.0,25.8675,华夏上证科创板50ETF期权2506认购1.15,C,1.15,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008320.SH,20241024,0.1221,256.0,30.9772,华夏上证科创板50ETF期权2506认购1.10,C,1.1,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008319.SH,20241024,0.1365,1232.0,167.6044,华夏上证科创板50ETF期权2506认购1.05,C,1.05,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008318.SH,20241024,0.1499,546.0,83.5602,华夏上证科创板50ETF期权2506认购1.00,C,1.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008317.SH,20241024,0.1687,82.0,14.2287,华夏上证科创板50ETF期权2506认购0.95,C,0.95,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008316.SH,20241024,0.1979,6.0,1.1872,华夏上证科创板50ETF期权2506认购0.90,C,0.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008315.SH,20241024,0.2216,87.0,19.422,华夏上证科创板50ETF期权2506认购0.85,C,0.85,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008314.SH,20241024,1.1757,4.0,4.7028,南方中证500ETF期权2506认沽6.75,P,6.75,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008313.SH,20241024,0.9518,2.0,1.9218,南方中证500ETF期权2506认沽6.50,P,6.5,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008312.SH,20241024,0.7834,111.0,87.504,南方中证500ETF期权2506认沽6.25,P,6.25,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008311.SH,20241024,0.6136,127.0,78.8523,南方中证500ETF期权2506认沽6.00,P,6.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008310.SH,20241024,0.4587,454.0,213.7185,南方中证500ETF期权2506认沽5.75,P,5.75,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008309.SH,20241024,0.3366,284.0,96.2644,南方中证500ETF期权2506认沽5.50,P,5.5,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008308.SH,20241024,0.2269,283.0,65.1394,南方中证500ETF期权2506认沽5.25,P,5.25,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008307.SH,20241024,0.1456,352.0,52.3943,南方中证500ETF期权2506认沽5.00,P,5.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008306.SH,20241024,0.1194,362.0,44.6778,南方中证500ETF期权2506认沽4.90,P,4.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008305.SH,20241024,0.2024,631.0,132.8565,南方中证500ETF期权2506认购6.75,C,6.75,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008304.SH,20241024,0.249,46.0,11.7692,南方中证500ETF期权2506认购6.50,C,6.5,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008303.SH,20241024,0.3157,236.0,74.4761,南方中证500ETF期权2506认购6.25,C,6.25,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008302.SH,20241024,0.3965,248.0,98.5729,南方中证500ETF期权2506认购6.00,C,6.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008301.SH,20241024,0.4941,486.0,240.1537,南方中证500ETF期权2506认购5.75,C,5.75,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008300.SH,20241024,0.6101,283.0,174.829,南方中证500ETF期权2506认购5.50,C,5.5,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008299.SH,20241024,0.7519,20.0,14.884,南方中证500ETF期权2506认购5.25,C,5.25,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008298.SH,20241024,0.9176,21.0,19.2701,南方中证500ETF期权2506认购5.00,C,5.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008297.SH,20241024,0.981,22.0,21.6042,南方中证500ETF期权2506认购4.90,C,4.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008296.SH,20241024,0.6079,10.0,6.1222,华泰柏瑞沪深300ETF期权2506认沽4.50,P,4.5,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008295.SH,20241024,0.5416,6.0,3.1821,华泰柏瑞沪深300ETF期权2506认沽4.40,P,4.4,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008294.SH,20241024,0.4675,31.0,14.3151,华泰柏瑞沪深300ETF期权2506认沽4.30,P,4.3,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008293.SH,20241024,0.4008,458.0,181.5679,华泰柏瑞沪深300ETF期权2506认沽4.20,P,4.2,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008292.SH,20241024,0.3388,507.0,169.1984,华泰柏瑞沪深300ETF期权2506认沽4.10,P,4.1,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008291.SH,20241024,0.2844,1288.0,359.5952,华泰柏瑞沪深300ETF期权2506认沽4.00,P,4.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008290.SH,20241024,0.2336,999.0,227.9179,华泰柏瑞沪深300ETF期权2506认沽3.90,P,3.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008289.SH,20241024,0.1902,874.0,161.2118,华泰柏瑞沪深300ETF期权2506认沽3.80,P,3.8,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008288.SH,20241024,0.1482,1017.0,148.7772,华泰柏瑞沪深300ETF期权2506认沽3.70,P,3.7,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008287.SH,20241024,0.1834,843.0,154.3064,华泰柏瑞沪深300ETF期权2506认购4.50,C,4.5,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008286.SH,20241024,0.2052,1005.0,209.158,华泰柏瑞沪深300ETF期权2506认购4.40,C,4.4,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008285.SH,20241024,0.2334,863.0,204.9,华泰柏瑞沪深300ETF期权2506认购4.30,C,4.3,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008284.SH,20241024,0.2682,672.0,180.7677,华泰柏瑞沪深300ETF期权2506认购4.20,C,4.2,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008283.SH,20241024,0.3044,320.0,97.3925,华泰柏瑞沪深300ETF期权2506认购4.10,C,4.1,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008282.SH,20241024,0.348,374.0,129.4965,华泰柏瑞沪深300ETF期权2506认购4.00,C,4.0,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008281.SH,20241024,0.3926,112.0,44.8315,华泰柏瑞沪深300ETF期权2506认购3.90,C,3.9,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008280.SH,20241024,0.4493,170.0,77.6434,华泰柏瑞沪深300ETF期权2506认购3.80,C,3.8,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
10008279.SH,20241024,0.505,44.0,22.3132,华泰柏瑞沪深300ETF期权2506认购3.70,C,3.7,2025-06-25,20241024,20250625,2.789,-0.994,1.944,0.6684931506849315
